           time           x_01           y_01           x_02           y_02           x_03           y_03           x_04           y_04           x_05           y_05           x_06           y_06           x_07           y_07           x_08           y_08
    5.32227E+00    1.49294E-03    1.47069E-03    1.66377E-01   -7.60727E-02   -3.65513E-01    4.37632E-01   -2.18837E-01    6.69954E-01   -7.02775E-02   -6.17225E-01   -7.41186E-03   -9.19173E-02    8.28219E-01    6.79795E-02   -2.68204E-01   -2.15234E-01
    5.32715E+00    2.34634E-03    2.66134E-03    1.98390E-01   -1.30399E-01   -3.42024E-01    5.86631E-01   -3.77379E-01    5.81209E-01   -1.20687E-01   -6.00925E-01   -1.28066E-02   -1.59165E-01    9.08719E-01   -6.86025E-02   -2.13528E-01   -3.70285E-01
    5.33203E+00    5.13395E-03    1.91852E-03    2.12204E-01   -1.64369E-01   -3.23387E-01    6.56800E-01   -4.52530E-01    5.23190E-01   -1.49849E-01   -5.81654E-01   -1.51028E-02   -1.84195E-01    9.36311E-01   -1.41103E-01   -1.80304E-01   -4.52985E-01
    5.33691E+00    1.00569E-02   -1.04695E-03    2.04177E-01   -1.73137E-01   -3.11135E-01    6.31968E-01   -4.27194E-01    5.03355E-01   -1.52974E-01   -5.59624E-01   -1.36866E-02   -1.58916E-01    9.00877E-01   -1.35796E-01   -1.73462E-01   -4.47745E-01
    5.34180E+00    1.70055E-02   -6.13480E-03    1.75143E-01   -1.57569E-01   -3.05056E-01    5.15743E-01   -3.05211E-01    5.20319E-01   -1.30996E-01   -5.34987E-01   -8.70315E-03   -8.53300E-02    8.04851E-01   -5.56025E-02   -1.92031E-01   -3.57820E-01
    5.34668E+00    2.55719E-02   -1.28701E-02    1.30243E-01   -1.24033E-01   -3.03260E-01    3.30757E-01   -1.10574E-01    5.64193E-01   -9.03552E-02   -5.07835E-01   -1.02747E-03    2.48435E-02    6.62745E-01    8.05413E-02   -2.29360E-01   -2.04598E-01
    5.35156E+00    3.51224E-02   -2.04964E-02    7.78534E-02   -8.30192E-02   -3.02598E-01    1.13918E-01    1.17612E-01    6.18711E-01   -4.16218E-02   -4.78217E-01    7.91733E-03    1.52593E-01    4.98135E-01    2.41685E-01   -2.74542E-01   -2.30641E-02
    5.35645E+00    4.49178E-02   -2.81266E-02    2.78234E-02   -4.68880E-02   -2.99353E-01   -9.13477E-02    3.33339E-01    6.64713E-01    2.75698E-03   -4.46171E-01    1.64576E-02    2.75568E-01    3.38745E-01    3.91402E-01   -3.14728E-01    1.45598E-01
    5.36133E+00    5.42533E-02   -3.49216E-02   -1.05846E-02   -2.72242E-02   -2.90052E-01   -2.44228E-01    4.93359E-01    6.84231E-01    3.11027E-02   -4.11767E-01    2.30192E-02    3.72733E-01    2.10657E-01    4.95478E-01   -3.37866E-01    2.62715E-01
    5.36621E+00    6.25904E-02   -4.02577E-02   -3.06390E-02   -3.23482E-02   -2.72230E-01   -3.15097E-01    5.66273E-01    6.64342E-01    3.49942E-02   -3.75137E-01    2.64561E-02    4.28735E-01    1.32879E-01    5.29136E-01   -3.35258E-01    3.00309E-01
    5.37109E+00    6.96536E-02   -4.38479E-02   -2.95457E-02   -6.55131E-02   -2.44979E-01   -2.91742E-01    5.39107E-01    5.99952E-01    1.10705E-02   -3.36506E-01    2.62892E-02    4.37081E-01    1.13397E-01    4.82279E-01   -3.03429E-01    2.47028E-01
    5.37598E+00    7.54694E-02   -4.57921E-02   -9.02638E-03   -1.24166E-01   -2.09177E-01   -1.81908E-01    4.20023E-01    4.94939E-01   -3.82296E-02   -2.96193E-01    2.28038E-02    4.01435E-01    1.47558E-01    3.61638E-01   -2.44881E-01    1.10581E-01
    5.38086E+00    8.03427E-02   -4.65458E-02    2.50555E-02   -2.00432E-01   -1.67338E-01   -1.16514E-02    2.36564E-01    3.61407E-01   -1.05149E-01   -2.54608E-01    1.69867E-02    3.34780E-01    2.19113E-01    1.89374E-01   -1.67602E-01   -8.38439E-02
    5.38574E+00    8.47728E-02   -4.68129E-02    6.39408E-02   -2.82713E-01   -1.23117E-01    1.80173E-01    2.98266E-02    2.17212E-01   -1.78215E-01   -2.12224E-01    1.03154E-02    2.56619E-01    3.03708E-01   -1.55835E-03   -8.34148E-02   -2.98840E-01
    5.39062E+00    8.93293E-02   -4.73865E-02    9.78309E-02   -3.58080E-01   -8.05838E-02    3.50114E-01   -1.54228E-01    8.22749E-02   -2.44617E-01   -1.69536E-01    4.44300E-03    1.88793E-01    3.74080E-01   -1.74335E-01   -5.51820E-03   -4.92613E-01
    5.39551E+00    9.45122E-02   -4.89713E-02    1.17963E-01   -4.14930E-01   -4.33980E-02    4.59299E-01   -2.74487E-01   -2.55355E-02   -2.92877E-01   -1.27019E-01    8.47639E-04    1.50812E-01    4.05866E-01   -2.95987E-01    5.42587E-02   -6.27739E-01
    5.40039E+00    1.00627E-01   -5.20235E-02    1.18469E-01   -4.45382E-01   -1.40800E-02    4.81645E-01   -3.03369E-01   -9.40928E-02   -3.15232E-01   -8.50896E-02    5.17453E-04    1.55680E-01    3.82806E-01   -3.44322E-01    8.79149E-02   -6.79001E-01
    5.40527E+00    1.07703E-01   -5.66444E-02    9.76193E-02   -4.46874E-01    6.48326E-03    4.09369E-01   -2.32673E-01   -1.19490E-01   -3.09231E-01   -4.40789E-02    3.73950E-03    2.07085E-01    3.00233E-01   -3.12574E-01    9.29304E-02   -6.38658E-01
    5.41016E+00    1.15465E-01   -6.25486E-02    5.82021E-02   -4.22652E-01    1.91874E-02    2.54654E-01   -7.53284E-02   -1.06788E-01   -2.78228E-01   -4.22306E-03    1.00362E-02    2.98554E-01    1.66125E-01   -2.10804E-01    7.27639E-02   -5.18027E-01
    5.41504E+00    1.23378E-01   -6.91137E-02    6.94560E-03   -3.81033E-01    2.64858E-02    4.71006E-02    1.37297E-01   -6.88772E-02   -2.30638E-01    3.43286E-02    1.82630E-02    4.14759E-01   -5.13174E-04   -6.37554E-02    3.60939E-02   -3.45063E-01
    5.41992E+00    1.30739E-01   -7.55021E-02   -4.68877E-02   -3.33604E-01    3.18378E-02   -1.72485E-01    3.61975E-01   -2.36939E-02   -1.78139E-01    7.14881E-02    2.68466E-02    5.34676E-01   -1.73584E-01    9.43759E-02   -5.04036E-03   -1.58431E-01
    5.42480E+00    1.36811E-01   -8.08282E-02   -9.34417E-02   -2.92733E-01    3.89464E-02   -3.60666E-01    5.52697E-01    9.62557E-03   -1.33184E-01    1.07194E-01    3.41136E-02    6.35963E-01   -3.25337E-01    2.27168E-01   -3.78027E-02    6.77099E-04
    5.42969E+00    1.40963E-01   -8.43364E-02   -1.24333E-01   -2.68926E-01    5.09466E-02   -4.80503E-01    6.70339E-01    1.48381E-02   -1.06354E-01    1.41371E-01    3.86405E-02    6.99607E-01   -4.32156E-01    3.03664E-01   -5.12914E-02    9.72486E-02
    5.43457E+00    1.42789E-01   -8.55531E-02   -1.34406E-01   -2.68568E-01    6.97153E-02   -5.09320E-01    6.90880E-01   -1.79265E-02   -1.04103E-01    1.73902E-01    3.95516E-02    7.13883E-01   -4.79474E-01    3.04910E-01   -3.88606E-02    1.09857E-01
    5.43945E+00    1.42184E-01   -8.43794E-02   -1.22812E-01   -2.92549E-01    9.54486E-02   -4.43461E-01    6.10441E-01   -9.00314E-02   -1.27384E-01    2.04604E-01    3.67008E-02    6.76781E-01   -4.64800E-01    2.27965E-01    4.55910E-04    3.52006E-02
    5.44434E+00    1.39351E-01   -8.11059E-02   -9.31805E-02   -3.36044E-01    1.26596E-01   -2.99047E-01    4.46089E-01   -1.93996E-01   -1.71426E-01    2.33231E-01    3.07013E-02    5.96391E-01   -3.98193E-01    8.65360E-02    6.17202E-02   -1.11175E-01
    5.44922E+00    1.34754E-01   -7.63471E-02   -5.28452E-02   -3.89504E-01    1.60164E-01   -1.08566E-01    2.32223E-01   -3.15029E-01   -2.26725E-01    2.59485E-01    2.27948E-02    4.89168E-01   -3.00103E-01   -9.18922E-02    1.35111E-01   -2.98135E-01
    5.45410E+00    1.29014E-01   -7.09079E-02   -1.12966E-02   -4.40649E-01    1.92327E-01    8.59775E-02    1.33234E-02   -4.34102E-01   -2.81036E-01    2.83054E-01    1.45886E-02    3.76445E-01   -1.97033E-01   -2.71836E-01    2.07974E-01   -4.85494E-01
    5.45898E+00    1.22767E-01   -6.56112E-02    2.18232E-02   -4.77036E-01    2.19219E-01    2.41920E-01   -1.65428E-01   -5.31926E-01   -3.21941E-01    3.03646E-01    7.71687E-03    2.79919E-01   -1.15926E-01   -4.17275E-01    2.67475E-01   -6.32469E-01
    5.46387E+00    1.16536E-01   -6.11232E-02    3.87549E-02   -4.88677E-01    2.37731E-01    3.24933E-01   -2.67664E-01   -5.92990E-01   -3.39460E-01    3.21032E-01    3.49543E-03    2.17073E-01   -7.84674E-02   -4.99228E-01    3.03292E-01   -7.06262E-01
    5.46875E+00    1.10611E-01   -5.78124E-02    3.52591E-02   -4.70134E-01    2.46160E-01    3.16255E-01   -2.73497E-01   -6.08805E-01   -3.28152E-01    3.35080E-01    2.64477E-03    1.97491E-01   -9.64990E-02   -5.01852E-01    3.09776E-01   -6.88965E-01
    5.47363E+00    1.04997E-01   -5.56727E-02    1.15117E-02   -4.21671E-01    2.44559E-01    2.16653E-01   -1.83702E-01   -5.79681E-01   -2.88263E-01    3.45768E-01    5.13844E-03    2.20842E-01   -1.69515E-01   -4.25775E-01    2.87141E-01   -5.81334E-01
    5.47852E+00    9.94118E-02   -5.43262E-02   -2.79332E-02   -3.49206E-01    2.34721E-01    4.62543E-02   -1.95507E-02   -5.14653E-01   -2.25679E-01    3.53188E-01    1.02091E-02    2.76962E-01   -2.84763E-01   -2.87959E-01    2.41414E-01   -4.02639E-01
    5.48340E+00    9.33496E-02   -5.31063E-02   -7.51014E-02   -2.63081E-01    2.19806E-01   -1.59685E-01    1.81677E-01   -4.29583E-01   -1.50693E-01    3.57524E-01    1.65111E-02    3.48013E-01   -4.19927E-01   -1.18131E-01    1.83164E-01   -1.86613E-01
    5.48828E+00    8.61980E-02   -5.12014E-02   -1.20280E-01   -1.75904E-01    2.03675E-01   -3.58211E-01    3.74558E-01   -3.43820E-01   -7.58544E-02    3.59021E-01    2.24048E-02    4.12265E-01   -5.47840E-01    4.74760E-02    1.25280E-01    2.56294E-02
    5.49316E+00    7.73739E-02   -4.78316E-02   -1.54064E-01   -9.99199E-02    1.90085E-01   -5.07723E-01    5.15103E-01   -2.76145E-01   -1.33377E-02    3.57943E-01    2.63037E-02    4.48705E-01   -6.42209E-01    1.73752E-01    8.02656E-02    1.94236E-01
    5.49805E+00    6.64581E-02   -4.24187E-02   -1.69343E-01   -4.44653E-02    1.81910E-01   -5.76738E-01    5.70044E-01   -2.40832E-01    2.76012E-02    3.54533E-01    2.70102E-02    4.41503E-01   -6.83179E-01    2.34095E-01    5.76094E-02    2.88982E-01
    5.50293E+00    5.32960E-02   -3.47156E-02   -1.62797E-01   -1.40380E-02    1.80544E-01   -5.50531E-01    5.23858E-01   -2.44666E-01    4.25529E-02    3.48984E-01    2.39701E-02    3.83391E-01   -6.61533E-01    2.16008E-01    6.18008E-02    2.95605E-01
    5.50781E+00    3.80448E-02   -2.48662E-02   -1.35606E-01   -7.39288E-03    1.85627E-01   -4.34245E-01    3.82060E-01   -2.85551E-01    3.28577E-02    3.41425E-01    1.73915E-02    2.77244E-01   -5.80662E-01    1.23718E-01    9.13975E-02    2.18776E-01
    5.51270E+00    2.11565E-02   -1.33844E-02   -9.32070E-02   -1.78511E-02    1.95138E-01   -2.51817E-01    1.70066E-01   -3.52983E-01    5.29641E-03    3.31919E-01    8.20377E-03    1.35536E-01   -4.55889E-01   -2.27246E-02    1.39345E-01    8.10800E-02
    5.51758E+00    3.30013E-03   -1.05560E-03   -4.41502E-02   -3.47578E-02    2.05843E-01   -4.09531E-02   -7.21264E-02   -4.30307E-01   -2.93684E-02    3.20488E-01   -2.13538E-03   -2.22289E-02   -3.11271E-01   -1.91683E-01    1.94482E-01   -8.17837E-02
    5.52246E+00   -1.47602E-02    1.12179E-02    1.68895E-03   -4.57816E-02    2.13998E-01    1.54804E-01   -2.98337E-01   -4.98272E-01   -5.86912E-02    3.07147E-01   -1.19436E-02   -1.73554E-01   -1.74586E-01   -3.46611E-01    2.43909E-01   -2.28562E-01
    5.52734E+00   -3.23063E-02    2.25956E-02    3.51846E-02   -3.95697E-02    2.16164E-01    2.95229E-01   -4.65896E-01   -5.39135E-01   -7.11987E-02    2.91938E-01   -1.96652E-02   -2.97617E-01   -7.15192E-02   -4.53769E-01    2.75729E-01   -3.21185E-01
    5.53223E+00   -4.87963E-02    3.24643E-02    4.98731E-02   -8.20095E-03    2.09958E-01    3.51865E-01   -5.44591E-01   -5.40454E-01   -5.88427E-02    2.74967E-01   -2.41951E-02   -3.79580E-01   -2.03075E-02   -4.89345E-01    2.81576E-01   -3.32828E-01
    5.53711E+00   -6.39566E-02    4.05544E-02    4.33059E-02    5.10828E-02    1.94585E-01    3.14009E-01   -5.23005E-01   -4.97762E-01   -1.87323E-02    2.56429E-01   -2.51080E-02   -4.13638E-01   -2.79500E-02   -4.44489E-01    2.58403E-01   -2.53617E-01
    5.54199E+00   -7.78175E-02    4.69844E-02    1.75557E-02    1.35230E-01    1.71034E-01    1.90941E-01   -4.10874E-01   -4.15574E-01    4.62188E-02    2.36615E-01   -2.27442E-02   -4.04158E-01   -8.87881E-02   -3.27196E-01    2.09148E-01   -9.27564E-02
    5.54688E+00   -9.06838E-02    5.22229E-02   -2.12294E-02    2.35954E-01    1.41903E-01    9.95360E-03   -2.37009E-01   -3.06492E-01    1.27867E-01    2.15899E-01   -1.81345E-02   -3.64681E-01   -1.85753E-01   -1.60645E-01    1.42142E-01    1.23355E-01
    5.55176E+00   -1.03047E-01    5.69768E-02   -6.41309E-02    3.41413E-01    1.10881E-01   -1.89413E-01   -4.31834E-02   -1.88620E-01    2.14512E-01    1.94713E-01   -1.27788E-02   -3.14984E-01   -2.94018E-01    2.16677E-02    6.93858E-02    3.56630E-01
    5.55664E+00   -1.15460E-01    6.20292E-02   -1.01347E-01    4.38634E-01    8.20043E-02   -3.63718E-01    1.24697E-01   -8.18078E-02    2.93326E-01    1.73505E-01   -8.32668E-03   -2.76836E-01   -3.86285E-01    1.82956E-01    4.04441E-03    5.65262E-01
    5.56152E+00   -1.28396E-01    6.80618E-02   -1.24269E-01    5.16178E-01    5.88403E-02   -4.74788E-01    2.26301E-01   -3.54293E-03    3.53011E-01    1.52700E-01   -6.22601E-03   -2.69326E-01   -4.38592E-01    2.90875E-01   -4.22933E-02    7.12474E-01
    5.56641E+00   -1.42127E-01    7.54983E-02   -1.27302E-01    5.66485E-01    4.37651E-02   -4.97777E-01    2.35404E-01    3.46754E-02    3.86141E-01    1.32657E-01   -7.41445E-03   -3.04765E-01   -4.35416E-01    3.24312E-01   -6.20299E-02    7.74215E-01
    5.57129E+00   -1.56644E-01    8.44026E-02   -1.09052E-01    5.87399E-01    3.74959E-02   -4.26413E-01    1.45444E-01    2.96930E-02    3.90689E-01    1.13646E-01   -1.21182E-02   -3.86013E-01   -3.72999E-01    2.77812E-01   -5.31318E-02    7.44170E-01
    5.57617E+00   -1.71638E-01    9.44532E-02   -7.26326E-02    5.82558E-01    3.89702E-02   -2.74340E-01   -2.90605E-02   -1.26947E-02    3.70416E-01    9.58422E-02   -1.98008E-02   -5.05799E-01   -2.60196E-01    1.62705E-01   -1.95317E-02    6.35043E-01
    5.58105E+00   -1.86545E-01    1.05000E-01   -2.50149E-02    5.60573E-01    4.55987E-02   -7.22603E-02   -2.55535E-01   -7.90216E-02    3.34044E-01    7.93306E-02   -2.92729E-02   -6.48182E-01   -1.16659E-01    4.70514E-03    2.97252E-02    4.75834E-01
    5.58594E+00   -2.00644E-01    1.15188E-01    2.44311E-02    5.33153E-01    5.38380E-02    1.38516E-01   -4.90177E-01   -1.51042E-01    2.93386E-01    6.41376E-02   -3.89392E-02   -7.91835E-01    3.12499E-02   -1.61525E-01    8.24099E-02    3.05686E-01
    5.59082E+00   -2.13191E-01    1.24132E-01    6.59022E-02    5.12589E-01    5.99630E-02    3.14754E-01   -6.87157E-01   -2.09624E-01    2.60827E-01    5.02644E-02   -4.71319E-02   -9.14474E-01    1.55963E-01   -2.99691E-01    1.25708E-01    1.65596E-01
    5.59570E+00   -2.23561E-01    1.31087E-01    9.12188E-02    5.09114E-01    6.08757E-02    4.20389E-01   -8.08236E-01   -2.38829E-01    2.46686E-01    3.77263E-02   -5.24588E-02   -9.97490E-01    2.34472E-01   -3.79528E-01    1.48937E-01    8.97486E-02
    5.60059E+00   -2.31361E-01    1.35602E-01    9.55414E-02    5.28704E-01    5.47787E-02    4.34106E-01   -8.30802E-01   -2.29310E-01    2.57018E-01    2.65841E-02   -5.40941E-02   -1.02982E+00    2.53132E-01   -3.83185E-01    1.45820E-01    9.82742E-02
    5.60547E+00   -2.36503E-01    1.37604E-01    7.83837E-02    5.71783E-01    4.15738E-02    3.53822E-01   -7.52604E-01   -1.80317E-01    2.92315E-01    1.69620E-02   -5.19503E-02   -1.01021E+00    2.10504E-01   -3.08999E-01    1.15818E-01    1.92983E-01
    5.61035E+00   -2.39209E-01    1.37410E-01    4.37099E-02    6.33094E-01    2.28986E-02    1.97109E-01   -5.92214E-01   -9.98916E-02    3.47383E-01    9.04903E-03   -4.66943E-02   -9.47469E-01    1.17625E-01   -1.71856E-01    6.42625E-02    3.56954E-01
    5.61523E+00   -2.39952E-01    1.35651E-01   -9.04364E-04    7.02783E-01    1.79634E-03   -2.51034E-03   -3.85093E-01   -3.19979E-03    4.12417E-01    3.08083E-03   -3.96059E-02   -8.58548E-01   -4.34181E-03   -6.56970E-05    1.24211E-03    5.58078E-01
    5.62012E+00   -2.39354E-01    1.33136E-01   -4.58709E-02    7.68450E-01   -1.79148E-02   -2.02630E-01   -1.76116E-01    9.06416E-02    4.75057E-01   -6.91843E-04   -3.23065E-02   -7.64960E-01   -1.28581E-01    1.70596E-01   -6.05112E-02    7.55800E-01
    5.62500E+00   -2.38046E-01    1.30682E-01   -8.16110E-02    8.17741E-01   -3.24372E-02   -3.60898E-01   -1.01071E-02    1.62574E-01    5.22976E-01   -2.04328E-03   -2.64166E-02   -6.88222E-01   -2.28290E-01    3.04415E-01   -1.08297E-01    9.09651E-01
    5.62988E+00   -2.36531E-01    1.28934E-01   -1.00574E-01    8.40944E-01   -3.87894E-02   -4.43936E-01    7.76022E-02    1.97600E-01    5.46474E-01   -8.12456E-04   -2.32146E-02   -6.45313E-01   -2.82330E-01    3.73258E-01   -1.32119E-01    9.87756E-01
    5.63477E+00   -2.35080E-01    1.28231E-01   -9.88274E-02    8.33026E-01   -3.54317E-02   -4.34374E-01    6.86199E-02    1.87942E-01    5.40516E-01    3.06584E-03   -2.33666E-02   -6.45092E-01   -2.79684E-01    3.62495E-01   -1.26784E-01    9.73552E-01
    5.63965E+00   -2.33670E-01    1.28538E-01   -7.68868E-02    7.94698E-01   -2.25921E-02   -3.34504E-01   -3.46356E-02    1.34679E-01    5.05797E-01    9.54499E-03   -2.67865E-02   -6.86435E-01   -2.21772E-01    2.74084E-01   -9.30025E-02    8.69272E-01
    5.64453E+00   -2.31997E-01    1.29450E-01   -3.96034E-02    7.32273E-01   -2.22279E-03   -1.65797E-01   -2.09449E-01    4.75310E-02    4.48597E-01    1.84690E-02   -3.26548E-02   -7.58482E-01   -1.22145E-01    1.26159E-01   -3.72396E-02    6.95482E-01
    5.64941E+00   -2.29543E-01    1.30282E-01    4.85865E-03    6.56349E-01    2.24032E-02    3.56249E-02   -4.17602E-01   -5.71728E-02    3.79466E-01    2.95931E-02   -3.95915E-02   -8.42943E-01   -3.61659E-03   -5.07813E-02    2.96392E-02    4.86764E-01
    5.65430E+00   -2.25692E-01    1.30218E-01    4.67454E-02    5.79601E-01    4.73706E-02    2.26601E-01   -6.13429E-01   -1.59913E-01    3.11020E-01    4.26180E-02   -4.59487E-02   -9.17971E-01    1.06560E-01   -2.20293E-01    9.46470E-02    2.84448E-01
    5.65918E+00   -2.19869E-01    1.28489E-01    7.67713E-02    5.14135E-01    6.89333E-02    3.66030E-01   -7.53455E-01   -2.42064E-01    2.55293E-01    5.72310E-02   -5.01582E-02   -9.62802E-01    1.82458E-01   -3.47652E-01    1.45399E-01    1.27926E-01
    5.66406E+00   -2.11671E-01    1.24537E-01    8.80800E-02    4.68970E-01    8.42861E-02    4.23539E-01   -8.05566E-01   -2.89782E-01    2.21227E-01    7.31453E-02   -5.10643E-02   -9.62162E-01    2.04965E-01   -4.07156E-01    1.72706E-01    4.63852E-02
    5.66895E+00   -2.00966E-01    1.18145E-01    7.76944E-02    4.48182E-01    9.21371E-02    3.85885E-01   -7.55793E-01   -2.96884E-01    2.12804E-01    9.01301E-02   -4.81692E-02   -9.09533E-01    1.65845E-01   -3.87526E-01    1.72495E-01    5.26870E-02
    5.67383E+00   -1.87937E-01    1.09486E-01    4.71499E-02    4.50080E-01    9.29578E-02    2.59764E-01   -6.11281E-01   -2.66106E-01    2.28240E-01    1.08024E-01   -4.17400E-02   -8.08576E-01    6.95089E-02   -2.94269E-01    1.46645E-01    1.40695E-01
    5.67871E+00   -1.73055E-01    9.90993E-02    2.17852E-03    4.67615E-01    8.88601E-02    7.04076E-02   -3.98803E-01   -2.08482E-01    2.60384E-01    1.26731E-01   -3.27552E-02   -6.72418E-01   -6.78691E-02   -1.48500E-01    1.02575E-01    2.86603E-01
    5.68359E+00   -1.57002E-01    8.77861E-02   -4.84903E-02    4.89915E-01    8.31257E-02   -1.43710E-01   -1.59159E-01   -1.40965E-01    2.98253E-01    1.46199E-01   -2.27017E-02   -5.20952E-01   -2.21712E-01    1.75202E-02    5.16562E-02    4.53990E-01
    5.68848E+00   -1.40543E-01    7.64500E-02   -9.49597E-02    5.04626E-01    7.94871E-02   -3.38962E-01    6.13941E-02   -8.28025E-02    3.29382E-01    1.66386E-01   -1.32646E-02   -3.76713E-01   -3.64167E-01    1.67195E-01    6.79296E-03    6.01536E-01
    5.69336E+00   -1.24386E-01    6.59193E-02   -1.28241E-01    5.00581E-01    8.13125E-02   -4.75742E-01    2.20848E-01   -5.14274E-02    3.42480E-01    1.87224E-01   -5.97569E-03   -2.60205E-01   -4.69918E-01    2.67323E-01   -2.03179E-02    6.91768E-01
    5.69824E+00   -1.09056E-01    5.67842E-02   -1.42138E-01    4.70204E-01    9.08659E-02   -5.26781E-01    2.90258E-01   -5.87223E-02    3.29846E-01    2.08581E-01   -1.89429E-03   -1.85656E-01   -5.21463E-01    2.95107E-01   -2.16787E-02    6.99004E-01
    5.70312E+00   -9.48030E-02    4.92844E-02   -1.34539E-01    4.11175E-01    1.08799E-01   -4.82881E-01    2.59805E-01   -1.08456E-01    2.89027E-01    2.30240E-01   -1.38772E-03   -1.58102E-01   -5.12744E-01    2.42975E-01    5.29836E-03    6.14808E-01
    5.70801E+00   -8.15727E-02    4.32720E-02   -1.07859E-01    3.26983E-01    1.33982E-01   -3.54826E-01    1.40823E-01   -1.95426E-01    2.23372E-01    2.51895E-01   -4.05768E-03   -1.72406E-01   -4.50364E-01    1.20198E-01    5.72183E-02    4.49825E-01
    5.71289E+00   -6.90419E-02    3.82550E-02   -6.85117E-02    2.26256E-01    1.63708E-01   -1.71097E-01   -3.66188E-02   -3.06489E-01    1.41371E-01    2.73160E-01   -8.82791E-03   -2.14419E-01   -3.52140E-01   -4.90424E-02    1.25390E-01    2.31586E-01
    5.71777E+00   -5.67082E-02    3.35137E-02   -2.55565E-02    1.21015E-01    1.94233E-01    2.81484E-02   -2.30089E-01   -4.23265E-01    5.49001E-02    2.93600E-01   -1.41746E-02   -2.64045E-01   -2.43288E-01   -2.30727E-01    1.97631E-01   -1.23417E-03
    5.72266E+00   -4.40194E-02    2.82660E-02    1.12232E-02    2.42047E-02    2.21529E-01    1.99551E-01   -3.93768E-01   -5.25945E-01   -2.32377E-02    3.12772E-01   -1.84511E-02   -2.99554E-01   -1.51061E-01   -3.88143E-01    2.60799E-01   -2.06910E-01
    5.72754E+00   -3.05126E-02    2.18443E-02    3.33891E-02   -5.29633E-02    2.42105E-01    3.05698E-01   -4.88133E-01   -5.97397E-01   -8.19688E-02    3.30265E-01   -2.02386E-02   -3.02241E-01   -9.89463E-02   -4.89594E-01    3.03543E-01   -3.49398E-01
    5.73242E+00   -1.59336E-02    1.38492E-02    3.56348E-02   -1.03306E-01    2.53708E-01    3.23026E-01   -4.88317E-01   -6.26717E-01   -1.14244E-01    3.45739E-01   -1.86485E-02   -2.60444E-01   -1.01667E-01   -5.15055E-01    3.18655E-01   -4.05878E-01
    5.73730E+00   -3.12771E-04    4.24558E-03    1.69122E-02   -1.25119E-01    2.55768E-01    2.46794E-01   -3.89386E-01   -6.11464E-01   -1.18486E-01    3.58949E-01   -1.35134E-02   -1.72081E-01   -1.62026E-01   -4.60376E-01    3.04574E-01   -3.71509E-01
    5.74219E+00    1.60204E-02   -6.61773E-03   -1.93391E-02   -1.22473E-01    2.49493E-01    9.21020E-02   -2.07405E-01   -5.58119E-01   -9.88836E-02    3.69751E-01   -5.42534E-03   -4.51621E-02   -2.70268E-01   -3.38131E-01    2.65683E-01   -2.60397E-01
    5.74707E+00    3.24868E-02   -1.80703E-02   -6.59080E-02   -1.04299E-01    2.37586E-01   -1.09273E-01    2.39062E-02   -4.80669E-01   -6.44774E-02    3.78090E-01    4.38495E-03    1.03827E-01   -4.06085E-01   -1.74959E-01    2.11366E-01   -1.02580E-01
    5.75195E+00    4.83606E-02   -2.92503E-02   -1.13323E-01   -8.24496E-02    2.23653E-01   -3.15559E-01    2.60250E-01   -3.97612E-01   -2.72212E-02    3.83975E-01    1.43045E-02    2.53326E-01   -5.42849E-01   -5.93238E-03    1.54012E-01    6.23419E-02
    5.75684E+00    6.29041E-02   -3.92765E-02   -1.51842E-01   -6.91532E-02    2.11420E-01   -4.83772E-01    4.56047E-01   -3.28018E-01    5.64965E-04    3.87440E-01    2.26749E-02    3.81178E-01   -6.53183E-01    1.32838E-01    1.06383E-01    1.93591E-01
    5.76172E+00    7.55071E-02   -4.74239E-02   -1.73495E-01   -7.43891E-02    2.03930E-01   -5.78754E-01    5.74012E-01   -2.87473E-01    8.81789E-03    3.88504E-01    2.81385E-02    4.69240E-01   -7.14691E-01    2.11825E-01    7.89134E-02    2.57833E-01
    5.76660E+00    8.58005E-02   -5.32687E-02   -1.73761E-01   -1.03743E-01    2.02885E-01   -5.80576E-01    5.92983E-01   -2.84764E-01   -8.12406E-03    3.87145E-01    2.99223E-02    5.07148E-01   -7.14643E-01    2.14314E-01    7.74970E-02    2.36238E-01
    5.77148E+00    9.37211E-02   -5.67698E-02   -1.52511E-01   -1.57193E-01    2.08274E-01   -4.88719E-01    5.12352E-01   -3.20004E-01   -5.03061E-02    3.83277E-01    2.79985E-02    4.94452E-01   -6.52634E-01    1.39928E-01    1.02232E-01    1.28471E-01
    5.77637E+00    9.95131E-02   -5.82711E-02   -1.14039E-01   -2.29079E-01    2.18366E-01   -3.22181E-01    3.52184E-01   -3.84579E-01   -1.12128E-01    3.76755E-01    2.30883E-02    4.40676E-01   -5.40647E-01    4.71956E-03    1.47394E-01   -4.72088E-02
    5.78125E+00    1.03668E-01   -5.84239E-02   -6.61497E-02   -3.09269E-01    2.30063E-01   -1.15472E-01    1.48967E-01   -4.62956E-01   -1.83507E-01    3.67391E-01    1.65086E-02    3.63271E-01   -4.00518E-01   -1.62208E-01    2.02631E-01   -2.57772E-01
    5.78613E+00    1.06812E-01   -5.80451E-02   -1.85140E-02   -3.85272E-01    2.39552E-01    8.86584E-02   -5.20809E-02   -5.35939E-01   -2.51989E-01    3.54988E-01    9.89338E-03    2.83918E-01   -2.59328E-01   -3.24827E-01    2.55145E-01   -4.62355E-01
